Wind Direction(compass),Wind Gust(mph),Screen Relative Humidity(%),Pressure(hpa),Wind Speed(mph),Temperature(C),Visibility(m),Weather Type,Pressure Tendency,Dew Point(C),Minutes Since 12o Clock,day,month,year,Wind Direction(compass) (t+1),Pressure(hpa) (t+1),Wind Speed(mph) (t+1),Temperature(C) (t+1),Visibility(m) (t+1),Weather Type (t+1)
11,15.0,89.2,1031.0,11.0,4.6,18000.0,2,0,3.0,120,2,2,2024,12.0,1031.0,13.0,6.3,25000.0,8.0
12,18.0,90.6,1031.0,13.0,6.3,25000.0,8,0,4.9,180,2,2,2024,12.0,1030.0,15.0,6.8,30000.0,8.0
12,19.0,91.3,1030.0,15.0,6.8,30000.0,8,0,5.5,240,2,2,2024,12.0,1030.0,14.0,7.5,30000.0,8.0
12,23.0,92.0,1030.0,14.0,7.5,30000.0,8,0,6.3,300,2,2,2024,11.0,1030.0,16.0,7.8,35000.0,8.0
11,22.0,94.0,1030.0,16.0,7.8,35000.0,8,0,6.9,360,2,2,2024,11.0,1030.0,11.0,8.3,35000.0,8.0
11,19.0,92.6,1030.0,11.0,8.3,35000.0,8,2,7.2,420,2,2,2024,11.0,1030.0,15.0,8.5,30000.0,8.0
11,23.0,93.3,1030.0,15.0,8.5,30000.0,8,1,7.5,480,2,2,2024,12.0,1030.0,16.0,9.3,45000.0,8.0
12,23.0,92.1,1030.0,16.0,9.3,45000.0,8,0,8.1,540,2,2,2024,11.0,1030.0,13.0,9.9,45000.0,8.0
11,23.0,90.8,1030.0,13.0,9.9,45000.0,8,0,8.5,600,2,2,2024,12.0,1030.0,15.0,11.4,65000.0,8.0
12,23.0,85.0,1030.0,15.0,11.4,65000.0,8,0,9.0,660,2,2,2024,12.0,1029.0,21.0,13.3,75000.0,3.0
12,29.0,77.4,1029.0,21.0,13.3,75000.0,3,0,9.5,720,2,2,2024,12.0,1029.0,19.0,12.7,75000.0,3.0
12,31.0,75.8,1029.0,19.0,12.7,75000.0,3,0,8.6,780,2,2,2024,12.0,1029.0,17.0,13.1,75000.0,7.0
12,29.0,75.9,1029.0,17.0,13.1,75000.0,7,0,9.0,840,2,2,2024,12.0,1028.0,19.0,12.9,75000.0,3.0
12,28.0,74.3,1028.0,19.0,12.9,75000.0,3,0,8.5,900,2,2,2024,12.0,1028.0,17.0,12.3,75000.0,8.0
12,28.0,79.0,1028.0,17.0,12.3,75000.0,8,0,8.8,960,2,2,2024,12.0,1028.0,17.0,12.3,75000.0,8.0
12,28.0,79.0,1028.0,17.0,12.3,75000.0,8,0,8.8,960,2,2,2024,12.0,1028.0,13.0,12.2,75000.0,8.0
12,31.0,80.5,1028.0,13.0,12.2,75000.0,8,0,9.0,1020,2,2,2024,13.0,1028.0,15.0,11.7,75000.0,8.0
13,26.0,82.2,1028.0,15.0,11.7,75000.0,8,1,8.8,1080,2,2,2024,13.0,1029.0,16.0,11.8,75000.0,8.0
13,28.0,82.1,1029.0,16.0,11.8,75000.0,8,1,8.9,1140,2,2,2024,13.0,1029.0,18.0,11.8,65000.0,8.0
13,26.0,80.4,1029.0,18.0,11.8,65000.0,8,1,8.6,1200,2,2,2024,12.0,1029.0,14.0,11.4,24000.0,8.0
12,28.0,85.0,1029.0,14.0,11.4,24000.0,8,1,9.0,1260,2,2,2024,11.0,1028.0,15.0,11.3,55000.0,8.0
11,26.0,86.1,1028.0,15.0,11.3,55000.0,8,0,9.1,1320,2,2,2024,11.0,1028.0,14.0,11.4,55000.0,8.0
11,23.0,87.4,1028.0,14.0,11.4,55000.0,8,0,9.4,1380,2,2,2024,12.0,1028.0,16.0,11.5,65000.0,8.0
12,24.0,85.0,1028.0,16.0,11.5,65000.0,8,0,9.1,0,3,2,2024,12.0,1028.0,15.0,10.6,60000.0,0.0
12,24.0,89.1,1028.0,15.0,10.6,60000.0,0,0,8.9,60,3,2,2024,12.0,1028.0,17.0,10.9,55000.0,7.0
12,26.0,87.9,1028.0,17.0,10.9,55000.0,7,0,9.0,120,3,2,2024,12.0,1028.0,15.0,10.8,60000.0,7.0
12,24.0,84.3,1028.0,15.0,10.8,60000.0,7,0,8.3,180,3,2,2024,13.0,1027.0,16.0,11.3,50000.0,8.0
13,26.0,83.9,1027.0,16.0,11.3,50000.0,8,0,8.7,240,3,2,2024,12.0,1027.0,17.0,11.3,50000.0,8.0
12,24.0,83.9,1027.0,17.0,11.3,50000.0,8,0,8.7,300,3,2,2024,12.0,1027.0,17.0,11.1,55000.0,7.0
12,24.0,86.1,1027.0,17.0,11.1,55000.0,7,0,8.9,360,3,2,2024,13.0,1027.0,17.0,11.4,50000.0,8.0
13,25.0,85.6,1027.0,17.0,11.4,50000.0,8,0,9.1,420,3,2,2024,13.0,1027.0,14.0,11.1,50000.0,8.0
13,23.0,85.6,1027.0,14.0,11.1,50000.0,8,1,8.8,480,3,2,2024,12.0,1027.0,15.0,11.8,45000.0,8.0
12,24.0,85.0,1027.0,15.0,11.8,45000.0,8,1,9.4,540,3,2,2024,12.0,1028.0,16.0,12.0,45000.0,8.0
12,23.0,84.4,1028.0,16.0,12.0,45000.0,8,1,9.5,600,3,2,2024,12.0,1028.0,11.0,12.4,50000.0,8.0
12,21.0,85.1,1028.0,11.0,12.4,50000.0,8,1,10.0,660,3,2,2024,12.0,1028.0,13.0,12.5,75000.0,8.0
12,18.0,83.4,1028.0,13.0,12.5,75000.0,8,1,9.8,720,3,2,2024,12.0,1027.0,15.0,12.9,65000.0,8.0
12,22.0,82.3,1027.0,15.0,12.9,65000.0,8,0,10.0,780,3,2,2024,12.0,1027.0,16.0,12.8,75000.0,8.0
12,25.0,82.8,1027.0,16.0,12.8,75000.0,8,0,10.0,840,3,2,2024,12.0,1027.0,13.0,12.8,75000.0,8.0
12,21.0,82.8,1027.0,13.0,12.8,75000.0,8,0,10.0,900,3,2,2024,12.0,1027.0,14.0,13.1,75000.0,8.0
12,23.0,81.2,1027.0,14.0,13.1,75000.0,8,0,10.0,960,3,2,2024,12.0,1027.0,14.0,13.1,75000.0,8.0
12,23.0,81.2,1027.0,14.0,13.1,75000.0,8,0,10.0,960,3,2,2024,12.0,1026.0,16.0,12.9,75000.0,8.0
12,24.0,82.9,1026.0,16.0,12.9,75000.0,8,0,10.1,1020,3,2,2024,12.0,1026.0,17.0,12.7,75000.0,8.0
12,25.0,84.6,1026.0,17.0,12.7,75000.0,8,0,10.2,1080,3,2,2024,12.0,1027.0,17.0,12.7,75000.0,8.0
12,24.0,84.5,1027.0,17.0,12.7,75000.0,8,0,10.2,1140,3,2,2024,13.0,1027.0,13.0,12.0,2200.0,11.0
13,26.0,88.6,1027.0,13.0,12.0,2200.0,11,1,10.2,1200,3,2,2024,12.0,1027.0,15.0,11.8,40000.0,8.0
12,22.0,91.6,1027.0,15.0,11.8,40000.0,8,1,10.5,1260,3,2,2024,12.0,1027.0,14.0,11.7,45000.0,8.0
12,21.0,89.7,1027.0,14.0,11.7,45000.0,8,1,10.1,1320,3,2,2024,12.0,1027.0,14.0,11.7,65000.0,8.0
12,26.0,89.2,1027.0,14.0,11.7,65000.0,8,0,10.0,1380,3,2,2024,12.0,1026.0,14.0,11.3,75000.0,8.0
12,21.0,91.0,1026.0,14.0,11.3,75000.0,8,0,9.9,0,4,2,2024,12.0,1026.0,13.0,11.1,3700.0,8.0
12,19.0,93.5,1026.0,13.0,11.1,3700.0,8,0,10.1,60,4,2,2024,12.0,1026.0,14.0,10.9,11000.0,11.0
12,21.0,96.1,1026.0,14.0,10.9,11000.0,11,0,10.3,120,4,2,2024,12.0,1026.0,14.0,10.8,1500.0,12.0
12,17.0,96.7,1026.0,14.0,10.8,1500.0,12,0,10.3,180,4,2,2024,11.0,1026.0,13.0,10.8,21000.0,11.0
11,21.0,96.7,1026.0,13.0,10.8,21000.0,11,0,10.3,240,4,2,2024,11.0,1025.0,14.0,11.0,75000.0,8.0
11,21.0,94.1,1025.0,14.0,11.0,75000.0,8,0,10.1,300,4,2,2024,11.0,1025.0,15.0,10.9,15000.0,8.0
11,19.0,94.7,1025.0,15.0,10.9,15000.0,8,0,10.1,360,4,2,2024,11.0,1025.0,15.0,10.8,9000.0,11.0
11,21.0,96.7,1025.0,15.0,10.8,9000.0,11,0,10.3,420,4,2,2024,12.0,1025.0,17.0,11.0,7000.0,11.0
12,25.0,95.4,1025.0,17.0,11.0,7000.0,11,0,10.3,480,4,2,2024,12.0,1025.0,15.0,11.2,15000.0,8.0
12,24.0,96.0,1025.0,15.0,11.2,15000.0,8,0,10.6,540,4,2,2024,12.0,1025.0,19.0,11.7,75000.0,8.0
12,25.0,92.9,1025.0,19.0,11.7,75000.0,8,1,10.6,600,4,2,2024,12.0,1025.0,17.0,12.5,75000.0,1.0
12,26.0,87.4,1025.0,17.0,12.5,75000.0,1,1,10.5,660,4,2,2024,13.0,1025.0,21.0,12.9,75000.0,8.0
13,32.0,82.9,1025.0,21.0,12.9,75000.0,8,1,10.1,720,4,2,2024,12.0,1024.0,18.0,12.7,40000.0,8.0
12,29.0,87.5,1024.0,18.0,12.7,40000.0,8,0,10.7,780,4,2,2024,12.0,1024.0,19.0,12.7,30000.0,8.0
12,29.0,89.9,1024.0,19.0,12.7,30000.0,8,0,11.1,840,4,2,2024,12.0,1024.0,18.0,12.2,8000.0,11.0
12,26.0,91.0,1024.0,18.0,12.2,8000.0,11,0,10.8,900,4,2,2024,12.0,1023.0,17.0,12.9,65000.0,8.0
12,28.0,82.9,1023.0,17.0,12.9,65000.0,8,0,10.1,960,4,2,2024,12.0,1023.0,17.0,12.9,65000.0,8.0
12,28.0,82.9,1023.0,17.0,12.9,65000.0,8,0,10.1,960,4,2,2024,12.0,1024.0,16.0,12.8,35000.0,8.0
12,32.0,76.3,1024.0,16.0,12.8,35000.0,8,0,8.8,1020,4,2,2024,12.0,1024.0,19.0,12.3,25000.0,8.0
12,31.0,77.4,1024.0,19.0,12.3,25000.0,8,0,8.5,1080,4,2,2024,12.0,1024.0,22.0,11.7,20000.0,2.0
12,29.0,79.4,1024.0,22.0,11.7,20000.0,2,1,8.3,1140,4,2,2024,12.0,1024.0,21.0,11.0,17000.0,0.0
12,31.0,82.1,1024.0,21.0,11.0,17000.0,0,0,8.1,1200,4,2,2024,12.0,1024.0,21.0,10.9,18000.0,0.0
12,34.0,81.5,1024.0,21.0,10.9,18000.0,0,2,7.9,1260,4,2,2024,12.0,1024.0,23.0,10.8,18000.0,7.0
12,29.0,80.9,1024.0,23.0,10.8,18000.0,7,2,7.7,1320,4,2,2024,12.0,1024.0,23.0,10.5,19000.0,8.0
12,32.0,79.2,1024.0,23.0,10.5,19000.0,8,2,7.1,1380,4,2,2024,12.0,1024.0,23.0,10.1,21000.0,7.0
12,34.0,79.6,1024.0,23.0,10.1,21000.0,7,1,6.8,0,5,2,2024,13.0,1024.0,22.0,10.1,20000.0,8.0
13,36.0,78.6,1024.0,22.0,10.1,20000.0,8,1,6.6,60,5,2,2024,12.0,1024.0,23.0,9.9,21000.0,8.0
12,33.0,79.7,1024.0,23.0,9.9,21000.0,8,1,6.6,120,5,2,2024,12.0,1023.0,19.0,9.9,21000.0,8.0
12,36.0,79.2,1023.0,19.0,9.9,21000.0,8,0,6.5,180,5,2,2024,12.0,1023.0,17.0,9.7,22000.0,8.0
12,28.0,80.7,1023.0,17.0,9.7,22000.0,8,0,6.6,240,5,2,2024,12.0,1023.0,17.0,9.3,25000.0,8.0
12,28.0,80.1,1023.0,17.0,9.3,25000.0,8,0,6.1,300,5,2,2024,12.0,1022.0,19.0,9.4,25000.0,8.0
12,30.0,79.1,1022.0,19.0,9.4,25000.0,8,0,6.0,360,5,2,2024,12.0,1022.0,17.0,9.3,24000.0,8.0
12,31.0,79.6,1022.0,17.0,9.3,24000.0,8,0,6.0,420,5,2,2024,11.0,1022.0,17.0,9.3,24000.0,8.0
11,29.0,78.5,1022.0,17.0,9.3,24000.0,8,0,5.8,480,5,2,2024,12.0,1022.0,19.0,9.3,25000.0,8.0
12,28.0,76.9,1022.0,19.0,9.3,25000.0,8,0,5.5,540,5,2,2024,12.0,1022.0,18.0,10.1,26000.0,8.0
12,30.0,74.8,1022.0,18.0,10.1,26000.0,8,0,5.9,600,5,2,2024,11.0,1021.0,19.0,10.1,40000.0,8.0
11,34.0,75.4,1021.0,19.0,10.1,40000.0,8,0,6.0,660,5,2,2024,11.0,1020.0,23.0,10.6,75000.0,8.0
11,33.0,73.4,1020.0,23.0,10.6,75000.0,8,0,6.1,720,5,2,2024,11.0,1020.0,17.0,10.9,75000.0,8.0
11,30.0,75.1,1020.0,17.0,10.9,75000.0,8,0,6.7,780,5,2,2024,12.0,1019.0,21.0,11.1,75000.0,8.0
12,34.0,73.0,1019.0,21.0,11.1,75000.0,8,0,6.5,840,5,2,2024,11.0,1018.0,18.0,11.2,75000.0,8.0
11,29.0,75.1,1018.0,18.0,11.2,75000.0,8,0,7.0,900,5,2,2024,12.0,1018.0,18.0,11.2,40000.0,8.0
12,30.0,72.0,1018.0,18.0,11.2,40000.0,8,0,6.4,960,5,2,2024,12.0,1018.0,18.0,11.2,40000.0,8.0
12,30.0,72.0,1018.0,18.0,11.2,40000.0,8,0,6.4,960,5,2,2024,11.0,1017.0,18.0,11.1,40000.0,8.0
11,33.0,73.0,1017.0,18.0,11.1,40000.0,8,0,6.5,1020,5,2,2024,11.0,1017.0,18.0,11.2,30000.0,8.0
11,28.0,71.5,1017.0,18.0,11.2,30000.0,8,0,6.3,1080,5,2,2024,11.0,1017.0,17.0,11.1,30000.0,8.0
11,30.0,73.6,1017.0,17.0,11.1,30000.0,8,0,6.6,1140,5,2,2024,11.0,1016.0,13.0,11.1,30000.0,8.0
11,25.0,74.6,1016.0,13.0,11.1,30000.0,8,0,6.8,1200,5,2,2024,11.0,1016.0,16.0,11.0,28000.0,8.0
11,25.0,75.6,1016.0,16.0,11.0,28000.0,8,0,6.9,1260,5,2,2024,11.0,1015.0,17.0,11.2,27000.0,8.0
11,26.0,75.1,1015.0,17.0,11.2,27000.0,8,0,7.0,1320,5,2,2024,11.0,1015.0,17.0,11.2,26000.0,8.0
11,25.0,77.8,1015.0,17.0,11.2,26000.0,8,0,7.5,1380,5,2,2024,11.0,1014.0,19.0,11.2,28000.0,8.0
11,33.0,78.9,1014.0,19.0,11.2,28000.0,8,0,7.7,0,6,2,2024,11.0,1014.0,21.0,11.3,26000.0,8.0
11,30.0,81.1,1014.0,21.0,11.3,26000.0,8,0,8.2,60,6,2,2024,11.0,1013.0,18.0,11.5,28000.0,8.0
11,28.0,80.6,1013.0,18.0,11.5,28000.0,8,0,8.3,120,6,2,2024,11.0,1013.0,19.0,11.6,27000.0,8.0
11,28.0,79.0,1013.0,19.0,11.6,27000.0,8,0,8.1,180,6,2,2024,11.0,1012.0,18.0,11.7,25000.0,8.0
11,29.0,78.5,1012.0,18.0,11.7,25000.0,8,0,8.1,240,6,2,2024,11.0,1011.0,22.0,12.1,27000.0,8.0
11,38.0,76.4,1011.0,22.0,12.1,27000.0,8,0,8.1,300,6,2,2024,11.0,1011.0,22.0,12.0,30000.0,8.0
11,32.0,78.0,1011.0,22.0,12.0,30000.0,8,0,8.3,360,6,2,2024,11.0,1010.0,23.0,12.3,30000.0,8.0
11,34.0,79.7,1010.0,23.0,12.3,30000.0,8,0,8.9,420,6,2,2024,12.0,1010.0,23.0,12.1,35000.0,8.0
12,39.0,76.9,1010.0,23.0,12.1,35000.0,8,0,8.2,480,6,2,2024,12.0,1010.0,21.0,12.0,40000.0,8.0
12,37.0,76.9,1010.0,21.0,12.0,40000.0,8,0,8.1,540,6,2,2024,12.0,1010.0,22.0,12.5,35000.0,8.0
12,34.0,72.9,1010.0,22.0,12.5,35000.0,8,1,7.8,600,6,2,2024,11.0,1010.0,24.0,12.9,29000.0,7.0
11,36.0,70.5,1010.0,24.0,12.9,29000.0,7,0,7.7,660,6,2,2024,11.0,1010.0,25.0,13.4,25000.0,8.0
11,38.0,69.1,1010.0,25.0,13.4,25000.0,8,0,7.9,720,6,2,2024,12.0,1009.0,23.0,13.5,24000.0,8.0
12,37.0,69.2,1009.0,23.0,13.5,24000.0,8,0,8.0,780,6,2,2024,11.0,1008.0,22.0,13.6,21000.0,8.0
11,37.0,70.7,1008.0,22.0,13.6,21000.0,8,0,8.4,840,6,2,2024,11.0,1007.0,24.0,14.1,20000.0,8.0
11,38.0,71.3,1007.0,24.0,14.1,20000.0,8,0,9.0,900,6,2,2024,11.0,1007.0,24.0,13.7,19000.0,8.0
11,34.0,71.2,1007.0,24.0,13.7,19000.0,8,0,8.6,960,6,2,2024,11.0,1007.0,24.0,13.7,19000.0,8.0
11,34.0,71.2,1007.0,24.0,13.7,19000.0,8,0,8.6,960,6,2,2024,11.0,1006.0,21.0,13.2,19000.0,8.0
11,34.0,75.1,1006.0,21.0,13.2,19000.0,8,0,8.9,1020,6,2,2024,11.0,1006.0,23.0,13.0,22000.0,8.0
11,36.0,78.2,1006.0,23.0,13.0,22000.0,8,0,9.3,1080,6,2,2024,11.0,1005.0,23.0,12.5,6000.0,12.0
11,36.0,83.5,1005.0,23.0,12.5,6000.0,12,0,9.8,1140,6,2,2024,11.0,1005.0,22.0,12.4,17000.0,8.0
11,34.0,84.7,1005.0,22.0,12.4,17000.0,8,0,9.9,1200,6,2,2024,11.0,1005.0,22.0,12.0,6000.0,12.0
11,37.0,89.9,1005.0,22.0,12.0,6000.0,12,0,10.4,1260,6,2,2024,11.0,1004.0,21.0,11.8,11000.0,12.0
11,31.0,89.9,1004.0,21.0,11.8,11000.0,12,0,10.2,1320,6,2,2024,11.0,1004.0,18.0,11.5,11000.0,12.0
11,32.0,92.3,1004.0,18.0,11.5,11000.0,12,0,10.3,1380,6,2,2024,2.0,1005.0,11.0,5.8,1800.0,12.0
2,32.0,95.2,1005.0,11.0,5.8,1800.0,12,1,5.1,0,7,2,2024,2.0,1005.0,10.0,4.9,4700.0,12.0
2,21.0,93.2,1005.0,10.0,4.9,4700.0,12,1,3.9,60,7,2,2024,3.0,1006.0,6.0,4.9,4100.0,12.0
3,15.0,96.0,1006.0,6.0,4.9,4100.0,12,1,4.3,120,7,2,2024,3.0,1006.0,7.0,4.8,2100.0,12.0
3,14.0,95.2,1006.0,7.0,4.8,2100.0,12,1,4.1,180,7,2,2024,3.0,1005.0,8.0,4.7,2300.0,15.0
3,15.0,95.9,1005.0,8.0,4.7,2300.0,15,1,4.1,240,7,2,2024,3.0,1005.0,6.0,4.6,40000.0,8.0
3,19.0,93.9,1005.0,6.0,4.6,40000.0,8,0,3.7,300,7,2,2024,4.0,1006.0,8.0,4.7,18000.0,12.0
4,13.0,95.2,1006.0,8.0,4.7,18000.0,12,1,4.0,360,7,2,2024,4.0,1006.0,6.0,4.8,24000.0,8.0
4,11.0,95.2,1006.0,6.0,4.8,24000.0,8,1,4.1,420,7,2,2024,5.0,1006.0,6.0,4.8,26000.0,8.0
5,11.0,92.6,1006.0,6.0,4.8,26000.0,8,1,3.7,480,7,2,2024,4.0,1006.0,5.0,5.3,27000.0,8.0
4,10.0,91.9,1006.0,5.0,5.3,27000.0,8,1,4.1,540,7,2,2024,4.0,1006.0,6.0,5.5,25000.0,8.0
4,9.0,88.7,1006.0,6.0,5.5,25000.0,8,0,3.8,600,7,2,2024,5.0,1006.0,9.0,5.8,22000.0,8.0
5,13.0,85.8,1006.0,9.0,5.8,22000.0,8,1,3.6,660,7,2,2024,5.0,1005.0,7.0,6.2,30000.0,8.0
5,11.0,85.1,1005.0,7.0,6.2,30000.0,8,0,3.9,720,7,2,2024,3.0,1005.0,5.0,6.6,28000.0,8.0
3,10.0,82.3,1005.0,5.0,6.6,28000.0,8,0,3.8,780,7,2,2024,4.0,1005.0,5.0,6.3,18000.0,8.0
4,10.0,85.1,1005.0,5.0,6.3,18000.0,8,0,4.0,840,7,2,2024,3.0,1004.0,3.0,6.6,18000.0,8.0
3,8.0,84.6,1004.0,3.0,6.6,18000.0,8,0,4.2,900,7,2,2024,2.0,1004.0,5.0,6.4,17000.0,8.0
2,8.0,85.1,1004.0,5.0,6.4,17000.0,8,0,4.1,960,7,2,2024,2.0,1004.0,5.0,6.4,17000.0,8.0
2,8.0,85.1,1004.0,5.0,6.4,17000.0,8,0,4.1,960,7,2,2024,1.0,1004.0,3.0,6.1,20000.0,8.0
1,8.0,88.7,1004.0,3.0,6.1,20000.0,8,0,4.4,1020,7,2,2024,1.0,1004.0,2.0,6.3,25000.0,8.0
1,7.0,84.6,1004.0,2.0,6.3,25000.0,8,0,3.9,1080,7,2,2024,16.0,1004.0,2.0,6.4,22000.0,8.0
16,6.0,83.9,1004.0,2.0,6.4,22000.0,8,2,3.9,1140,7,2,2024,2.0,1004.0,3.0,6.4,21000.0,8.0
2,5.0,84.6,1004.0,3.0,6.4,21000.0,8,2,4.0,1200,7,2,2024,2.0,1004.0,2.0,6.4,21000.0,8.0
2,5.0,83.4,1004.0,2.0,6.4,21000.0,8,0,3.8,1260,7,2,2024,7.0,1004.0,5.0,6.0,10000.0,8.0
7,7.0,90.1,1004.0,5.0,6.0,10000.0,8,0,4.5,1320,7,2,2024,6.0,1004.0,6.0,6.0,14000.0,8.0
6,10.0,90.1,1004.0,6.0,6.0,14000.0,8,0,4.5,1380,7,2,2024,6.0,1003.0,6.0,5.6,18000.0,8.0
6,11.0,90.0,1003.0,6.0,5.6,18000.0,8,0,4.1,0,8,2,2024,6.0,1002.0,8.0,5.5,17000.0,8.0
6,10.0,89.5,1002.0,8.0,5.5,17000.0,8,0,3.9,60,8,2,2024,5.0,1002.0,6.0,5.5,16000.0,8.0
5,9.0,90.0,1002.0,6.0,5.5,16000.0,8,0,4.0,120,8,2,2024,5.0,1001.0,8.0,5.5,18000.0,8.0
5,11.0,88.8,1001.0,8.0,5.5,18000.0,8,0,3.8,180,8,2,2024,5.0,999.0,8.0,5.5,19000.0,8.0
5,14.0,88.3,999.0,8.0,5.5,19000.0,8,0,3.7,240,8,2,2024,5.0,998.0,13.0,5.0,2400.0,12.0
5,17.0,93.1,998.0,13.0,5.0,2400.0,12,0,4.0,300,8,2,2024,5.0,997.0,9.0,4.7,3000.0,12.0
5,17.0,96.6,997.0,9.0,4.7,3000.0,12,0,4.2,360,8,2,2024,5.0,996.0,9.0,4.9,3800.0,12.0
5,15.0,97.2,996.0,9.0,4.9,3800.0,12,0,4.5,420,8,2,2024,5.0,995.0,11.0,5.2,4600.0,12.0
5,17.0,97.2,995.0,11.0,5.2,4600.0,12,0,4.8,480,8,2,2024,5.0,993.0,11.0,5.2,3300.0,12.0
5,19.0,97.2,993.0,11.0,5.2,3300.0,12,0,4.8,540,8,2,2024,5.0,992.0,11.0,5.5,2700.0,15.0
5,18.0,97.3,992.0,11.0,5.5,2700.0,15,0,5.1,600,8,2,2024,5.0,990.0,11.0,5.9,3200.0,12.0
5,22.0,97.8,990.0,11.0,5.9,3200.0,12,0,5.6,660,8,2,2024,5.0,989.0,8.0,6.6,1600.0,12.0
5,17.0,98.7,989.0,8.0,6.6,1600.0,12,0,6.4,720,8,2,2024,4.0,988.0,5.0,7.6,2700.0,12.0
4,10.0,98.8,988.0,5.0,7.6,2700.0,12,0,7.4,780,8,2,2024,9.0,987.0,6.0,10.0,9000.0,11.0
9,9.0,100.0,987.0,6.0,10.0,9000.0,11,0,10.0,840,8,2,2024,10.0,986.0,10.0,12.5,55000.0,8.0
10,16.0,93.0,986.0,10.0,12.5,55000.0,8,0,11.4,900,8,2,2024,9.0,985.0,8.0,11.9,4400.0,11.0
9,16.0,93.0,985.0,8.0,11.9,4400.0,11,0,10.8,960,8,2,2024,9.0,985.0,8.0,11.9,4400.0,11.0
9,16.0,93.0,985.0,8.0,11.9,4400.0,11,0,10.8,960,8,2,2024,9.0,985.0,9.0,11.5,9000.0,12.0
9,16.0,96.1,985.0,9.0,11.5,9000.0,12,0,10.9,1020,8,2,2024,9.0,984.0,11.0,11.1,3400.0,12.0
9,16.0,96.1,984.0,11.0,11.1,3400.0,12,0,10.5,1080,8,2,2024,9.0,984.0,14.0,10.8,9000.0,12.0
9,23.0,91.7,984.0,14.0,10.8,9000.0,12,0,9.5,1140,8,2,2024,9.0,983.0,13.0,10.3,18000.0,12.0
9,23.0,93.0,983.0,13.0,10.3,18000.0,12,0,9.2,1200,8,2,2024,7.0,981.0,11.0,10.0,3200.0,12.0
7,21.0,94.9,981.0,11.0,10.0,3200.0,12,0,9.2,1260,8,2,2024,8.0,980.0,13.0,10.3,19000.0,12.0
8,18.0,94.8,980.0,13.0,10.3,19000.0,12,0,9.5,1320,8,2,2024,8.0,979.0,11.0,10.3,5000.0,12.0
8,23.0,96.1,979.0,11.0,10.3,5000.0,12,0,9.7,1380,8,2,2024,9.0,978.0,13.0,10.6,13000.0,8.0
9,19.0,94.8,978.0,13.0,10.6,13000.0,8,0,9.8,0,9,2,2024,9.0,978.0,10.0,10.7,21000.0,12.0
9,22.0,94.2,978.0,10.0,10.7,21000.0,12,0,9.8,60,9,2,2024,9.0,977.0,10.0,10.6,1600.0,12.0
9,18.0,93.5,977.0,10.0,10.6,1600.0,12,0,9.6,120,9,2,2024,9.0,976.0,9.0,10.7,2000.0,12.0
9,14.0,94.9,976.0,9.0,10.7,2000.0,12,0,9.9,180,9,2,2024,9.0,976.0,9.0,10.6,14000.0,8.0
9,15.0,94.8,976.0,9.0,10.6,14000.0,8,0,9.8,240,9,2,2024,9.0,976.0,10.0,10.3,12000.0,12.0
9,15.0,94.3,976.0,10.0,10.3,12000.0,12,0,9.4,300,9,2,2024,9.0,976.0,11.0,10.3,18000.0,8.0
9,16.0,94.3,976.0,11.0,10.3,18000.0,8,0,9.4,360,9,2,2024,9.0,976.0,14.0,10.2,10000.0,12.0
9,23.0,96.1,976.0,14.0,10.2,10000.0,12,0,9.6,420,9,2,2024,9.0,976.0,15.0,11.0,25000.0,8.0
9,26.0,92.4,976.0,15.0,11.0,25000.0,8,1,9.8,480,9,2,2024,10.0,977.0,19.0,11.2,22000.0,12.0
10,28.0,90.6,977.0,19.0,11.2,22000.0,12,1,9.7,540,9,2,2024,10.0,977.0,17.0,11.7,22000.0,8.0
10,31.0,84.9,977.0,17.0,11.7,22000.0,8,1,9.2,600,9,2,2024,10.0,977.0,17.0,12.2,35000.0,8.0
10,29.0,81.5,977.0,17.0,12.2,35000.0,8,1,9.1,660,9,2,2024,10.0,978.0,18.0,12.8,45000.0,8.0
10,31.0,81.6,978.0,18.0,12.8,45000.0,8,1,9.7,720,9,2,2024,10.0,978.0,17.0,12.6,20000.0,12.0
10,28.0,87.7,978.0,17.0,12.6,20000.0,12,1,10.6,780,9,2,2024,10.0,978.0,16.0,12.8,20000.0,8.0
10,28.0,80.5,978.0,16.0,12.8,20000.0,8,1,9.5,840,9,2,2024,9.0,978.0,13.0,12.0,18000.0,11.0
9,24.0,85.4,978.0,13.0,12.0,18000.0,11,2,9.6,900,9,2,2024,9.0,978.0,14.0,11.3,6000.0,11.0
9,25.0,88.9,978.0,14.0,11.3,6000.0,11,2,9.5,960,9,2,2024,9.0,978.0,14.0,11.3,6000.0,11.0
9,25.0,88.9,978.0,14.0,11.3,6000.0,11,2,9.5,960,9,2,2024,9.0,977.0,9.0,10.9,16000.0,11.0
9,18.0,91.8,977.0,9.0,10.9,16000.0,11,0,9.6,1020,9,2,2024,8.0,978.0,10.0,11.0,11000.0,11.0
8,16.0,90.6,978.0,10.0,11.0,11000.0,11,2,9.5,1080,9,2,2024,8.0,978.0,10.0,10.5,21000.0,12.0
8,18.0,93.6,978.0,10.0,10.5,21000.0,12,1,9.5,1140,9,2,2024,8.0,978.0,10.0,10.5,22000.0,8.0
8,16.0,93.6,978.0,10.0,10.5,22000.0,8,1,9.5,1200,9,2,2024,9.0,978.0,9.0,10.8,28000.0,8.0
